7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7231.0,83.0,997.0,0.0
7230.0,84.0,997.0,0.0
7223.0,92.0,996.0,0.0
7223.0,92.0,996.0,0.0
7223.0,92.0,996.0,0.0
7210.0,105.0,996.0,0.0
7203.0,114.0,994.0,0.0
7202.0,32.0,1072.0,5.0
7201.0,33.0,1072.0,5.0
7184.0,51.0,1071.0,5.0
7179.0,57.0,1070.0,5.0
7179.0,57.0,1070.0,5.0
7153.0,84.0,1069.0,5.0
7153.0,84.0,1069.0,5.0
7153.0,84.0,1069.0,5.0
7153.0,83.0,1070.0,5.0
7141.0,88.0,1075.0,7.0
7141.0,87.0,1076.0,7.0
7122.0,106.0,1076.0,7.0
7121.0,94.0,1089.0,7.0
7118.0,89.0,1096.0,8.0
7118.0,88.0,1097.0,8.0
7102.0,104.0,1097.0,8.0
7102.0,86.0,1112.0,11.0
7101.0,81.0,1117.0,12.0
7101.0,81.0,1117.0,12.0
7082.0,74.0,1141.0,14.0
7082.0,74.0,1141.0,14.0
7064.0,93.0,1141.0,13.0
7064.0,93.0,1141.0,13.0
7064.0,82.0,1152.0,13.0
7051.0,94.0,1153.0,13.0
7006.0,122.0,1170.0,13.0
6996.0,131.0,1171.0,13.0
6985.0,138.0,1175.0,13.0
6985.0,138.0,1175.0,13.0
6985.0,121.0,1190.0,15.0
6984.0,122.0,1190.0,15.0
6953.0,152.0,1191.0,15.0
6953.0,152.0,1191.0,15.0
6934.0,154.0,1208.0,15.0
6934.0,153.0,1209.0,15.0
6918.0,151.0,1225.0,17.0
6884.0,187.0,1224.0,16.0
6862.0,211.0,1221.0,17.0
6862.0,198.0,1232.0,19.0
6830.0,184.0,1274.0,23.0
6830.0,174.0,1283.0,24.0
6819.0,174.0,1293.0,25.0
6819.0,174.0,1293.0,25.0
6819.0,174.0,1293.0,25.0
6819.0,173.0,1294.0,25.0
6749.0,214.0,1322.0,26.0
6746.0,217.0,1322.0,26.0
6746.0,196.0,1343.0,26.0
6746.0,196.0,1343.0,26.0
6740.0,186.0,1358.0,27.0
6706.0,185.0,1389.0,31.0
6706.0,160.0,1413.0,32.0
6706.0,160.0,1413.0,32.0
6674.0,159.0,1443.0,35.0
6674.0,159.0,1443.0,35.0
6652.0,175.0,1448.0,36.0
6652.0,174.0,1449.0,36.0
6599.0,230.0,1445.0,37.0
6599.0,230.0,1445.0,37.0
6599.0,158.0,1512.0,42.0
6595.0,159.0,1515.0,42.0
6595.0,159.0,1515.0,42.0
6595.0,159.0,1515.0,42.0
6580.0,169.0,1519.0,43.0
6580.0,135.0,1552.0,44.0
6539.0,179.0,1548.0,45.0
6539.0,179.0,1548.0,45.0
6525.0,161.0,1582.0,43.0
6525.0,161.0,1582.0,43.0
6513.0,147.0,1605.0,46.0
6482.0,180.0,1603.0,46.0
6482.0,125.0,1653.0,51.0
6482.0,124.0,1654.0,51.0
6482.0,124.0,1654.0,51.0
6482.0,120.0,1658.0,51.0
6444.0,159.0,1657.0,51.0
6410.0,197.0,1652.0,52.0
6383.0,211.0,1665.0,52.0
6383.0,210.0,1666.0,52.0
6383.0,167.0,1707.0,54.0
6383.0,166.0,1708.0,54.0
6360.0,177.0,1716.0,58.0
6360.0,177.0,1716.0,58.0
6353.0,172.0,1727.0,59.0
6353.0,140.0,1757.0,61.0
6318.0,175.0,1756.0,62.0
6318.0,175.0,1756.0,62.0
6296.0,199.0,1753.0,63.0
6296.0,199.0,1753.0,63.0
6278.0,182.0,1786.0,65.0
6274.0,147.0,1822.0,68.0
6274.0,117.0,1847.0,73.0
6274.0,117.0,1847.0,73.0
6264.0,129.0,1845.0,73.0
