8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8228.0,83.0,0.0,0.0
8216.0,95.0,0.0,0.0
7582.0,729.0,0.0,0.0
7582.0,729.0,0.0,0.0
7578.0,733.0,0.0,0.0
7110.0,1201.0,0.0,0.0
6916.0,1395.0,0.0,0.0
6859.0,1371.0,77.0,4.0
6742.0,1486.0,79.0,4.0
6096.0,2132.0,79.0,4.0
5549.0,2679.0,79.0,4.0
5549.0,2679.0,79.0,4.0
4768.0,3460.0,79.0,4.0
4768.0,3460.0,79.0,4.0
4768.0,3460.0,79.0,4.0
4768.0,3448.0,91.0,4.0
4541.0,3049.0,679.0,42.0
4541.0,3041.0,687.0,42.0
4361.0,3219.0,687.0,44.0
4355.0,2763.0,1112.0,81.0
4267.0,2652.0,1297.0,95.0
4267.0,2592.0,1353.0,99.0
4017.0,2728.0,1456.0,110.0
4017.0,2083.0,2034.0,177.0
3981.0,1576.0,2521.0,233.0
3979.0,1570.0,2529.0,233.0
3749.0,1027.0,3234.0,301.0
3749.0,1019.0,3242.0,301.0
3460.0,1309.0,3245.0,297.0
3460.0,1308.0,3246.0,297.0
3460.0,1084.0,3451.0,316.0
3354.0,1188.0,3450.0,319.0
3059.0,1313.0,3590.0,349.0
2966.0,1393.0,3610.0,342.0
2934.0,1335.0,3691.0,351.0
2934.0,1333.0,3693.0,351.0
2934.0,1085.0,3916.0,376.0
2924.0,1094.0,3917.0,376.0
2756.0,1232.0,3958.0,365.0
2756.0,1223.0,3965.0,367.0
2656.0,1103.0,4166.0,386.0
2656.0,1093.0,4176.0,386.0
2600.0,868.0,4425.0,418.0
2466.0,1005.0,4414.0,426.0
2396.0,1067.0,4426.0,422.0
2396.0,960.0,4520.0,435.0
2262.0,809.0,4798.0,442.0
2262.0,705.0,4895.0,449.0
2228.0,709.0,4913.0,461.0
2228.0,706.0,4916.0,461.0
2228.0,706.0,4916.0,461.0
2228.0,696.0,4926.0,461.0
2056.0,714.0,5059.0,482.0
2048.0,708.0,5071.0,484.0
2048.0,608.0,5160.0,495.0
2048.0,608.0,5159.0,496.0
2028.0,574.0,5217.0,492.0
1989.0,483.0,5334.0,505.0
1989.0,407.0,5406.0,509.0
1989.0,407.0,5406.0,509.0
1911.0,357.0,5534.0,509.0
1911.0,351.0,5540.0,509.0
1852.0,384.0,5577.0,498.0
1852.0,376.0,5585.0,498.0
1729.0,512.0,5584.0,486.0
1729.0,499.0,5597.0,486.0
1729.0,327.0,5753.0,502.0
1726.0,322.0,5757.0,506.0
1726.0,322.0,5757.0,506.0
1726.0,322.0,5757.0,506.0
1701.0,338.0,5753.0,519.0
1701.0,289.0,5800.0,521.0
1599.0,408.0,5774.0,530.0
1598.0,391.0,5793.0,529.0
1572.0,345.0,5870.0,524.0
1572.0,339.0,5875.0,525.0
1555.0,299.0,5924.0,533.0
1517.0,342.0,5904.0,548.0
1517.0,214.0,6018.0,562.0
1517.0,212.0,6019.0,563.0
1517.0,212.0,6019.0,563.0
1517.0,209.0,6022.0,563.0
1431.0,315.0,5984.0,581.0
1392.0,343.0,5972.0,604.0
1354.0,352.0,5987.0,618.0
1354.0,347.0,5992.0,618.0
1354.0,246.0,6083.0,628.0
1354.0,244.0,6085.0,628.0
1299.0,284.0,6115.0,613.0
1299.0,273.0,6126.0,613.0
1293.0,269.0,6136.0,613.0
1292.0,225.0,6178.0,616.0
1238.0,284.0,6190.0,599.0
1238.0,279.0,6195.0,599.0
